RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,true_label,predicted_proba,predicted_label,confidence,failure_category,case_id
0.107586019,67,0,3233.0,0.0,7,0,1,0,0.0,1,0.0036063842475414277,0,0.9963936157524586,Demographic subgroup risk,49888
0.102561886,73,0,2337.0,,9,0,1,0,2.0,1,0.0036063842475414277,0,0.9963936157524586,Demographic subgroup risk,40011
0.9999999,56,0,0.0,,0,0,0,0,0.0,1,0.10780469477176666,0,0.8921953052282333,Boundary case,129406
0.9999999,46,0,0.0,8500.0,0,0,0,0,3.0,1,0.12160603404045105,0,0.878393965959549,Boundary case,95067
0.88372093,27,0,0.012497917,6000.0,4,0,0,0,0.0,1,0.08397186994552612,0,0.9160281300544739,Unexplained high-confidence error,149393
0.980089466,35,0,0.447496677,6770.0,13,0,2,0,1.0,1,0.10916397571563721,0,0.8908360242843628,Boundary case,147619
0.26335175,74,0,0.780474502,3666.0,11,0,1,0,0.0,1,0.019536380656063557,0,0.9804636193439364,Demographic subgroup risk,71280
0.147334739,54,0,0.031626085,3572.0,8,0,0,0,1.0,1,0.01720294766128063,0,0.9827970523387194,Unexplained high-confidence error,25706
0.9999999,25,0,0.154211447,4000.0,3,0,0,0,0.0,1,0.08143217861652374,0,0.9185678213834763,Unexplained high-confidence error,81372
0.797430064,55,0,1277.0,,3,0,0,0,0.0,1,0.055152855813503265,0,0.9448471441864967,Unexplained high-confidence error,55653
0.107407448,56,0,0.446539533,9333.0,22,0,1,0,2.0,1,0.013036979734897614,0,0.9869630202651024,Unexplained high-confidence error,50847
0.232057809,51,1,0.116018177,7041.0,11,0,0,0,1.0,1,0.055592498183250426,0,0.9444075018167496,Unexplained high-confidence error,98715
0.0,41,0,0.250774923,10000.0,7,0,2,0,3.0,1,0.011250880919396878,0,0.9887491190806031,Unexplained high-confidence error,138127
0.0,24,0,571.0,,7,0,0,0,0.0,1,0.029636878333985806,0,0.9703631216660142,Demographic subgroup risk,132560
0.0,46,0,0.277835372,4822.0,7,0,1,0,4.0,1,0.011659477651119233,0,0.9883405223488808,Unexplained high-confidence error,131794
0.49530094,54,0,0.136980431,7000.0,9,0,0,0,0.0,1,0.038927394151687625,0,0.9610726058483123,Unexplained high-confidence error,99562
0.132437351,89,0,0.083511777,2801.0,4,1,0,0,0.0,1,0.06665029525756835,0,0.9333497047424316,Demographic subgroup risk,97736
0.999796085,53,0,0.37924966,12500.0,9,0,2,0,0.0,1,0.06813761591911316,0,0.9318623840808868,Unexplained high-confidence error,134033
0.891826747,32,0,0.192179516,4500.0,11,0,0,0,2.0,1,0.11804060190916062,0,0.8819593980908393,Boundary case,96809
0.642679365,52,1,0.45853429,8500.0,23,0,2,0,1.0,1,0.1149594634771347,0,0.8850405365228653,Boundary case,73023
0.446449205,51,0,0.284867307,3541.0,6,1,1,0,1.0,1,0.14507244378328324,0,0.8549275562167168,Boundary case,122901
0.9999999,33,0,0.30696995,4791.0,5,0,2,0,0.0,1,0.07281920984387398,0,0.927180790156126,Unexplained high-confidence error,29382
0.316947175,40,1,0.211964673,6000.0,9,0,1,0,0.0,1,0.05220661610364914,0,0.9477933838963508,Unexplained high-confidence error,24794
0.29162816,52,1,0.261820454,4800.0,7,0,1,0,0.0,1,0.05331555753946304,0,0.946684442460537,Unexplained high-confidence error,148175
0.739473314,40,0,0.487837388,6001.0,7,0,2,0,2.0,1,0.06007743403315544,0,0.9399225659668445,Unexplained high-confidence error,97794
0.741441914,41,0,0.636284132,10290.0,12,0,2,0,0.0,1,0.09007137417793273,0,0.9099286258220672,Unexplained high-confidence error,64695
0.46391317,58,0,0.726824333,7906.0,15,0,2,0,0.0,1,0.04383454173803329,0,0.9561654582619667,Unexplained high-confidence error,128309
0.455603222,76,1,0.279289284,1800.0,6,0,0,0,0.0,1,0.07128299027681351,0,0.9287170097231865,Demographic subgroup risk,104021
0.491589318,75,1,0.939973902,4597.0,16,0,1,0,0.0,1,0.0883691743016243,0,0.9116308256983757,Demographic subgroup risk,4765
0.9999999,34,0,47.0,,2,0,0,0,0.0,1,0.11085374504327775,0,0.8891462549567223,Boundary case,138536
0.775514892,50,1,0.035308822,9600.0,12,0,0,0,0.0,1,0.1456696704030037,0,0.8543303295969963,Boundary case,135649
0.95802099,40,0,0.424657534,1240.0,4,0,0,0,0.0,1,0.09582483172416686,0,0.9041751682758331,Unexplained high-confidence error,46668
0.030282708,54,0,3775.0,,12,0,2,0,0.0,1,0.009171958733350038,0,0.9908280412666499,Unexplained high-confidence error,138759
0.611105423,46,1,3024.0,,6,0,1,0,3.0,1,0.06720006838440895,0,0.932799931615591,Unexplained high-confidence error,28141
1.043410399,38,4,0.465365389,4200.0,9,1,0,3,3.0,0,0.8568271040916443,1,0.8568271040916443,Boundary case,26573
0.270755895,48,0,0.322512077,5174.0,10,0,1,0,1.0,1,0.022694646194577218,0,0.9773053538054228,Unexplained high-confidence error,17365
0.9999999,54,0,0.0,,0,0,0,0,0.0,1,0.11276296377182007,0,0.88723703622818,Boundary case,107573
0.988429398,41,0,0.384559623,8276.0,8,0,2,0,3.0,1,0.06984179392457009,0,0.9301582060754299,Unexplained high-confidence error,25120
0.395118826,47,1,2887.0,,9,0,1,0,0.0,1,0.05333139151334763,0,0.9466686084866524,Unexplained high-confidence error,59588
0.46090535,28,1,0.024487756,2000.0,7,0,0,0,0.0,1,0.11342849731445312,0,0.8865715026855469,Boundary case,90667
0.012240112,74,7,36.0,,17,0,0,0,0.0,1,0.07608592510223389,0,0.9239140748977661,Demographic subgroup risk,20279
0.519886981,42,0,0.400639744,2500.0,8,0,1,0,0.0,1,0.0513512097299099,0,0.9486487902700901,Unexplained high-confidence error,23105
0.600626321,32,1,0.507436787,4033.0,13,0,0,0,0.0,1,0.12372343242168427,0,0.8762765675783157,Boundary case,11186
0.0,81,0,636.0,,10,0,1,0,0.0,1,0.00422515282407403,0,0.995774847175926,Demographic subgroup risk,24828
0.783471333,35,0,0.25379979,7631.0,10,0,1,0,1.0,1,0.07213390544056893,0,0.927866094559431,Unexplained high-confidence error,33329
1.111988801,50,0,0.258435391,4000.0,4,0,0,0,0.0,1,0.14938462823629378,0,0.8506153717637062,Boundary case,85792
0.28992259,43,0,0.12815338,5945.0,13,0,0,0,5.0,1,0.026794890686869622,0,0.9732051093131304,Unexplained high-confidence error,34366
0.9999999,24,0,0.030805687,1687.0,3,0,0,0,0.0,1,0.10183942466974258,0,0.8981605753302574,Boundary case,120860
0.738771769,33,0,5146.0,,10,0,2,0,0.0,1,0.10759757161140442,0,0.8924024283885956,Boundary case,47219
0.53455425,39,0,0.397639731,6100.0,15,0,1,0,1.0,1,0.07583540081977844,0,0.9241645991802215,Unexplained high-confidence error,80290
0.99791684,37,0,0.262888992,6458.0,9,0,0,0,1.0,1,0.10562677681446075,0,0.8943732231855392,Boundary case,123370
0.574249405,66,0,0.268244898,12249.0,14,0,2,0,2.0,1,0.034567032009363174,0,0.9654329679906368,Demographic subgroup risk,134034
0.287972001,52,0,0.418877483,7500.0,8,0,1,0,3.0,1,0.015819476172327995,0,0.984180523827672,Unexplained high-confidence error,132310
0.68303962,64,0,0.678762641,6723.0,6,0,2,0,0.0,1,0.031499209254980086,0,0.9685007907450199,Unexplained high-confidence error,65983
0.363315697,33,0,0.50129199,1160.0,4,0,0,0,4.0,1,0.0418873205780983,0,0.9581126794219017,Unexplained high-confidence error,120238
0.125958014,30,0,0.159157558,3750.0,5,0,0,0,0.0,1,0.011978511139750481,0,0.9880214888602495,Unexplained high-confidence error,121382
0.234988352,48,0,0.103203612,4650.0,10,0,0,0,1.0,1,0.028175113722682,0,0.971824886277318,Unexplained high-confidence error,86364
0.167128745,48,0,2104.0,,9,0,1,0,0.0,1,0.01111291479319334,0,0.9888870852068067,Unexplained high-confidence error,17871
0.145784132,60,3,0.225803839,12346.0,12,0,2,0,1.0,1,0.0636240452528,0,0.9363759547472,Unexplained high-confidence error,76213
0.449888579,49,3,0.457627119,7374.0,13,0,1,0,1.0,1,0.1392344817519188,0,0.8607655182480812,Boundary case,93054
0.661680733,39,0,0.674463109,4702.0,14,0,1,0,3.0,1,0.11136047542095184,0,0.8886395245790482,Boundary case,149575
0.120490271,53,0,0.609878734,3380.0,9,0,0,0,1.0,1,0.023145999014377593,0,0.9768540009856224,Unexplained high-confidence error,69139
0.9999999,40,0,0.153846154,3600.0,2,0,0,0,4.0,1,0.10179010182619094,0,0.898209898173809,Boundary case,25519
0.626933292,42,0,0.714066103,1300.0,12,0,1,0,2.0,1,0.0927698329091072,0,0.9072301670908928,Unexplained high-confidence error,16872
0.110377512,51,0,0.619532199,6583.0,12,0,3,0,0.0,1,0.027908855676651002,0,0.972091144323349,Unexplained high-confidence error,115115
0.9999999,32,0,0.023474178,2129.0,1,0,0,0,0.0,1,0.12198725789785385,0,0.8780127421021462,Boundary case,119794
0.0,56,3,2956.0,,5,0,1,0,0.0,1,0.06809638664126397,0,0.9319036133587361,Unexplained high-confidence error,38933
0.298733454,35,0,1.316720505,6500.0,10,0,4,0,2.0,1,0.13925188183784484,0,0.8607481181621551,Boundary case,80730
0.396764871,52,0,1.371223647,4600.0,12,0,3,0,3.0,1,0.08855436742305756,0,0.9114456325769424,Unexplained high-confidence error,29588
0.452636391,66,0,0.536865784,4000.0,8,1,1,0,0.0,1,0.11692283749580383,0,0.8830771625041962,Boundary case,80991
0.9999999,64,0,0.0,1917.0,0,0,0,0,0.0,1,0.062382815033197404,0,0.9376171849668026,Unexplained high-confidence error,44555
0.493802479,28,1,0.55064194,700.0,9,0,0,0,0.0,1,0.07916992902755737,0,0.9208300709724426,Unexplained high-confidence error,2561
0.444854638,53,1,0.289871504,10583.0,6,0,2,0,1.0,1,0.03868704065680504,0,0.9613129593431949,Unexplained high-confidence error,75525
0.0,56,0,2132.0,,17,0,1,0,0.0,1,0.003074148716405034,0,0.996925851283595,Unexplained high-confidence error,10831
0.11159557,44,0,0.726177569,8300.0,12,0,2,0,1.0,1,0.023248029127717017,0,0.9767519708722829,Unexplained high-confidence error,35732
0.997108782,72,0,0.362669503,3760.0,13,0,2,0,0.0,1,0.04560244157910347,0,0.9543975584208966,Demographic subgroup risk,3767
0.100613751,42,0,2097.0,,7,0,1,0,0.0,1,0.008147716987878084,0,0.9918522830121219,Unexplained high-confidence error,9513
0.025491163,41,0,0.16765286,1520.0,7,0,0,0,0.0,1,0.010319634154438973,0,0.9896803658455611,Unexplained high-confidence error,18752
0.441831099,73,1,10359.0,,20,0,1,0,0.0,1,0.03258258104324341,0,0.9674174189567566,Demographic subgroup risk,19213
0.338631175,42,0,38793.0,,14,0,4,0,1.0,1,0.07213390544056893,0,0.927866094559431,Outlier / distribution shift,46405
0.62396204,30,0,0.159283695,6365.0,4,0,0,0,3.0,1,0.059370166063308714,0,0.9406298339366913,Unexplained high-confidence error,125174
0.586044688,44,0,0.64929546,4470.0,7,0,2,0,0.0,1,0.0572564035654068,0,0.9427435964345932,Unexplained high-confidence error,137636
0.9999999,49,0,48.0,,0,0,0,0,0.0,1,0.1454365849494934,0,0.8545634150505066,Boundary case,13710
0.563621139,68,0,0.373260738,9917.0,6,0,1,0,0.0,1,0.018477958254516126,0,0.9815220417454839,Demographic subgroup risk,10473
0.9999999,28,1,0.767088608,394.0,1,0,0,0,0.0,1,0.10088997632265091,0,0.899110023677349,Boundary case,40327
0.56448874,48,0,0.818883341,6608.0,24,0,2,0,0.0,1,0.11804060190916062,0,0.8819593980908393,Boundary case,107135
0.542491502,47,0,0.019281124,4200.0,1,0,0,0,1.0,1,0.07285595461726188,0,0.9271440453827381,Unexplained high-confidence error,114686
0.271643215,39,3,0.470962323,8333.0,13,0,2,0,3.0,1,0.11483248919248581,0,0.8851675108075142,Boundary case,20993
0.415524099,43,1,1.825489379,2400.0,11,0,2,0,3.0,1,0.11584410220384597,0,0.884155897796154,Boundary case,112593
0.926586449,48,0,0.561205273,7433.0,15,0,2,0,0.0,1,0.11650154143571853,0,0.8834984585642814,Boundary case,144251
0.206251902,38,0,4688.0,,11,0,4,0,0.0,1,0.07765364646911621,0,0.9223463535308838,Unexplained high-confidence error,38233
0.128655658,50,0,0.179388179,10100.0,12,0,1,0,0.0,1,0.011364959552884102,0,0.9886350404471159,Unexplained high-confidence error,78808
0.609385044,28,0,0.135157546,4823.0,4,0,0,0,0.0,1,0.050884461402893065,0,0.949115538597107,Unexplained high-confidence error,9531
0.6105599,45,1,0.289816815,12500.0,10,0,1,0,4.0,1,0.07086849883198738,0,0.9291315011680126,Unexplained high-confidence error,106923
0.542861826,33,0,585.0,,5,0,0,0,0.0,1,0.054051149636507034,0,0.945948850363493,Unexplained high-confidence error,68879
0.246468424,61,5,0.357107149,6000.0,24,0,1,0,0.0,1,0.12829892337322235,0,0.8717010766267776,Boundary case,64416
0.167430779,49,0,0.780680535,6200.0,11,0,2,0,1.0,1,0.028544063866138458,0,0.9714559361338615,Unexplained high-confidence error,73280
0.773660803,50,0,0.42251107,7000.0,17,0,1,0,1.0,1,0.07878086268901825,0,0.9212191373109817,Unexplained high-confidence error,36265
0.232321396,28,1,0.039192162,5000.0,9,0,0,0,0.0,1,0.0797635406255722,0,0.9202364593744278,Unexplained high-confidence error,55372
0.871360278,52,0,0.724127822,3410.0,5,0,1,0,1.0,1,0.09582483172416686,0,0.9041751682758331,Unexplained high-confidence error,71822
0.004354711,46,0,0.165148398,6805.0,4,0,1,0,2.0,1,0.004833133378997445,0,0.9951668666210025,Unexplained high-confidence error,114471
0.26318282,50,1,0.512986221,8200.0,13,0,2,0,4.0,1,0.04815897792577743,0,0.9518410220742226,Unexplained high-confidence error,119347
0.031798937,73,0,0.46090535,1700.0,7,0,1,0,0.0,1,0.005218461435288191,0,0.9947815385647119,Demographic subgroup risk,55401
0.515572191,66,0,0.582284173,6671.0,11,0,1,0,0.0,1,0.03292936980724335,0,0.9670706301927566,Demographic subgroup risk,100633
0.267159083,50,2,0.347079038,3200.0,13,0,0,0,1.0,1,0.1433863088488579,0,0.8566136911511422,Boundary case,40330
0.067752545,61,0,0.389902524,4000.0,13,0,2,1,0.0,1,0.0849371001124382,0,0.9150628998875618,Unexplained high-confidence error,143228
0.043943876,70,1,91.0,,11,0,0,0,0.0,1,0.028175113722682,0,0.971824886277318,Demographic subgroup risk,67846
0.918081918,43,0,413.0,,2,0,0,0,,1,0.10425502955913543,0,0.8957449704408645,Boundary case,108245
0.226389472,46,2,0.362688379,14000.0,19,0,2,0,2.0,1,0.10634871125221253,0,0.8936512887477874,Boundary case,125405
0.0,47,3,0.181454636,4000.0,5,0,0,0,1.0,1,0.1168118566274643,0,0.8831881433725357,Boundary case,61825
0.044764531,49,0,0.334558261,6530.0,8,0,1,0,2.0,1,0.009840061329305172,0,0.9901599386706949,Unexplained high-confidence error,140840
0.059756298,66,0,0.250163624,13750.0,16,0,2,0,0.0,1,0.008717351127415895,0,0.9912826488725841,Demographic subgroup risk,29888
0.891375513,39,0,0.813237353,5000.0,6,0,2,0,1.0,1,0.11702898889780045,0,0.8829710111021996,Boundary case,118846
0.015538063,55,0,0.156947684,3000.0,5,0,0,0,0.0,1,0.00782826542854309,0,0.9921717345714569,Unexplained high-confidence error,93805
0.377940699,72,0,1.627486438,1105.0,9,0,1,0,0.0,1,0.028359539248049258,0,0.9716404607519508,Demographic subgroup risk,93728
0.777181349,36,0,0.213361562,4250.0,8,0,0,0,1.0,1,0.08303507566452026,0,0.9169649243354797,Unexplained high-confidence error,123197
0.083860729,33,0,7028.0,,7,0,4,0,,1,0.048728396743536,0,0.951271603256464,Outlier / distribution shift,112077
0.015876765,61,2,0.159424154,3750.0,20,0,1,0,0.0,1,0.06515894010663033,0,0.9348410598933696,Unexplained high-confidence error,55096
0.317253368,56,1,1.24915318,2656.0,8,0,2,0,0.0,1,0.09181736260652543,0,0.9081826373934746,Unexplained high-confidence error,58382
0.028968819,59,1,0.418292083,6100.0,8,0,2,1,0.0,1,0.1137761652469635,0,0.8862238347530365,Boundary case,34665
0.582411278,35,0,0.557300509,2355.0,6,0,1,0,1.0,1,0.05748213082551956,0,0.9425178691744804,Unexplained high-confidence error,111503
0.507051776,49,1,0.429415508,11000.0,11,0,2,0,1.0,1,0.08293344527482986,0,0.9170665547251702,Unexplained high-confidence error,78191
0.9999999,29,0,0.006870706,1600.0,2,0,0,0,0.0,1,0.10630369037389756,0,0.8936963096261025,Boundary case,52544
0.711332173,56,0,0.473079791,6704.0,15,0,2,0,0.0,1,0.060271146893501285,0,0.9397288531064987,Unexplained high-confidence error,55815
0.517790621,62,1,0.48161885,9166.0,11,0,2,0,0.0,1,0.06626114025712013,0,0.9337388597428798,Unexplained high-confidence error,127044
0.511096462,51,0,68.0,,3,0,0,0,0.0,1,0.05667278245091438,0,0.9433272175490857,Unexplained high-confidence error,66529
0.670401156,54,1,0.308615231,6000.0,4,0,1,0,2.0,1,0.08662318587303161,0,0.9133768141269684,Unexplained high-confidence error,98169
0.00757815,42,1,0.366780147,5580.0,8,0,3,1,2.0,1,0.09155084043741227,0,0.9084491595625878,Unexplained high-confidence error,50120
0.982003599,48,0,0.046416167,3166.0,1,0,0,0,0.0,1,0.12298027127981186,0,0.8770197287201882,Boundary case,47568
0.049767859,66,0,0.180303591,2700.0,11,0,1,0,0.0,1,0.010760563798248768,0,0.9892394362017513,Demographic subgroup risk,91305
0.948103792,27,0,0.526973547,4800.0,6,0,1,0,0.0,1,0.09824043661355972,0,0.9017595633864403,Unexplained high-confidence error,53162
0.439892709,32,0,0.391797346,4144.0,4,0,2,1,4.0,1,0.12577494382858276,0,0.8742250561714172,Boundary case,33843
0.888835991,45,1,0.250721015,5200.0,8,0,1,0,1.0,1,0.12489525079727173,0,0.8751047492027283,Boundary case,40122
0.698353642,51,0,0.783363148,5589.0,8,0,2,0,0.0,1,0.09019700288772584,0,0.9098029971122742,Unexplained high-confidence error,45096
0.156719473,54,0,0.290512669,3393.0,9,0,0,0,0.0,1,0.020934155397117137,0,0.9790658446028828,Unexplained high-confidence error,128858
0.871114343,55,1,0.68097587,7500.0,7,0,2,0,0.0,1,0.13142442852258682,0,0.8685755714774132,Boundary case,96950
0.327483733,70,0,0.475074989,7000.0,10,0,2,0,0.0,1,0.01657545566558838,0,0.9834245443344116,Demographic subgroup risk,145652
0.257638463,54,0,7955.0,,10,0,1,0,2.0,1,0.008757121302187443,0,0.9912428786978126,Outlier / distribution shift,98356
0.786799272,41,0,0.922431028,2500.0,13,0,0,0,1.0,1,0.14834457784891128,0,0.8516554221510887,Boundary case,9494
0.731146599,61,1,0.360803266,12000.0,9,0,1,0,3.0,1,0.08972532749176025,0,0.9102746725082398,Unexplained high-confidence error,74372
0.187638695,52,1,0.296300362,9108.0,10,0,1,0,0.0,1,0.040251970291137695,0,0.9597480297088623,Unexplained high-confidence error,108990
0.043635826,55,6,0.041263622,8166.0,16,0,0,0,2.0,1,0.10292014479637146,0,0.8970798552036285,Boundary case,113401
0.617090001,33,0,0.8684786,3200.0,12,0,1,0,1.0,1,0.10916397571563721,0,0.8908360242843628,Boundary case,50906
1.001998002,27,0,0.15315604,3120.0,4,0,0,0,0.0,1,0.10823447406291961,0,0.8917655259370804,Boundary case,13591
0.905472637,26,0,0.077568972,2500.0,2,0,0,0,0.0,1,0.09582483172416686,0,0.9041751682758331,Unexplained high-confidence error,80301
0.580161476,23,1,0.074324324,1923.0,3,0,0,0,0.0,1,0.12372343242168427,0,0.8762765675783157,Boundary case,19610
0.513915249,61,1,0.906885567,4080.0,16,0,2,0,2.0,1,0.11584410220384597,0,0.884155897796154,Boundary case,131795
0.9999999,27,0,0.162779629,2100.0,3,0,0,0,2.0,1,0.10487124025821686,0,0.8951287597417832,Boundary case,98165
0.553047404,26,0,0.815884477,3600.0,9,0,1,0,0.0,1,0.13350140899419785,0,0.8664985910058022,Boundary case,42367
0.9999999,54,0,0.035394315,9040.0,1,0,0,0,2.0,1,0.10692761391401291,0,0.893072386085987,Boundary case,51295
0.968428219,59,0,0.712030313,3166.0,11,0,3,0,1.0,1,0.1181077241897583,0,0.8818922758102417,Boundary case,72943
0.063049313,94,1,20809.0,0.0,13,1,0,1,0.0,1,0.041814230009913446,0,0.9581857699900865,Demographic subgroup risk,66930
0.214788923,46,0,0.275033577,6700.0,14,0,2,0,2.0,1,0.016931867972016335,0,0.9830681320279837,Unexplained high-confidence error,144052
0.257380114,60,1,0.408383003,5200.0,5,0,1,0,0.0,1,0.04194650650024414,0,0.9580534934997559,Unexplained high-confidence error,90694
0.101112361,27,0,0.436239705,3520.0,7,0,1,0,0.0,1,0.018302286602556707,0,0.9816977133974433,Unexplained high-confidence error,105676
0.9999999,52,0,0.385218932,3950.0,1,0,1,0,3.0,1,0.09012817144393921,0,0.9098718285560607,Unexplained high-confidence error,13633
0.054184471,87,0,0.0109978,5000.0,7,0,0,0,1.0,1,0.00618822705000639,0,0.9938117729499936,Demographic subgroup risk,112689
0.89276808,74,0,0.144305307,1676.0,1,0,0,0,0.0,1,0.04194650650024414,0,0.9580534934997559,Demographic subgroup risk,41629
0.9999999,58,0,0.527492765,3800.0,4,0,2,0,3.0,1,0.054973036795854566,0,0.9450269632041455,Unexplained high-confidence error,131243
0.619529871,50,2,3163.0,,11,0,1,0,0.0,1,0.13632648885250093,0,0.8636735111474991,Boundary case,137581
0.63340754,67,0,0.675243301,7500.0,25,0,2,0,0.0,1,0.05247528180480003,0,0.9475247181952,Demographic subgroup risk,26755
0.534242054,42,1,0.792490558,4500.0,8,0,2,0,0.0,1,0.1317547932267189,0,0.8682452067732811,Boundary case,84561
0.04757394,56,0,0.772458629,1691.0,12,0,1,0,0.0,1,0.014886842109262943,0,0.9851131578907371,Unexplained high-confidence error,146863
0.405374354,46,0,0.331672502,7425.0,10,0,2,0,3.0,1,0.030383014306426048,0,0.9696169856935739,Unexplained high-confidence error,80600
0.370196813,22,0,318.0,,5,0,0,0,,1,0.04228209778666496,0,0.9577179022133351,Demographic subgroup risk,102913
0.92823081,57,0,0.719571231,5783.0,15,0,2,0,1.0,1,0.1392344817519188,0,0.8607655182480812,Boundary case,112045
0.9999999,30,0,27.0,,1,0,0,0,0.0,1,0.12625550627708435,0,0.8737444937229156,Boundary case,123790
0.698978397,48,0,35.44078216,13500.0,11,0,0,0,1.0,1,0.10722579210996627,0,0.8927742078900337,Boundary case,59910
1.019994446,28,0,452.5,1.0,11,0,0,0,3.0,1,0.14189311861991882,0,0.8581068813800812,Boundary case,19870
0.883068265,47,0,0.292557332,16700.0,8,0,2,1,2.0,1,0.14441500455141068,0,0.8555849954485893,Boundary case,106346
0.202263262,43,2,0.445610227,8291.0,7,0,2,0,1.0,1,0.08593446761369705,0,0.914065532386303,Unexplained high-confidence error,88671
0.9999999,49,0,0.017394391,2816.0,2,0,0,0,2.0,1,0.11804060190916062,0,0.8819593980908393,Boundary case,148606
0.699283852,54,0,0.697257114,3900.0,15,0,1,0,2.0,1,0.09824043661355972,0,0.9017595633864403,Unexplained high-confidence error,67778
0.509630377,55,0,0.803105152,4250.0,12,0,1,0,0.0,1,0.06064416319131851,0,0.9393558368086815,Unexplained high-confidence error,135750
0.534573271,43,0,0.275097784,2300.0,4,0,0,0,2.0,1,0.06220277398824692,0,0.9377972260117531,Unexplained high-confidence error,30307
0.140060234,56,2,1.099686173,5416.0,52,0,2,0,0.0,1,0.10462269857525826,0,0.8953773014247417,Boundary case,87103
0.993810997,62,0,0.493950552,1900.0,4,0,1,0,0.0,1,0.0548405796289444,0,0.9451594203710556,Unexplained high-confidence error,93519
0.61282342,63,0,0.073719284,2400.0,8,0,0,0,0.0,1,0.045337434858083725,0,0.9546625651419163,Unexplained high-confidence error,132549
0.756035687,55,0,0.706085895,9825.0,19,0,3,0,0.0,1,0.12363082021474839,0,0.8763691797852516,Boundary case,25466
0.9999999,48,0,1761.0,,7,0,0,0,0.0,1,0.08400284051895142,0,0.9159971594810485,Unexplained high-confidence error,109617
0.02081463,65,1,2812.0,,7,0,2,0,,1,0.02492995746433735,0,0.9750700425356627,Unexplained high-confidence error,126964
0.9999999,31,0,645.0,,6,0,0,0,1.0,1,0.1088178962469101,0,0.8911821037530899,Boundary case,87441
0.577800076,47,0,0.366492626,10916.0,11,0,1,0,1.0,1,0.04737988412380219,0,0.9526201158761978,Unexplained high-confidence error,36151
0.018335904,46,0,2871.0,,12,0,2,0,,1,0.01400881689041853,0,0.9859911831095814,Unexplained high-confidence error,130160
0.400962572,43,0,0.252668176,12367.0,8,0,1,0,0.0,1,0.01400881689041853,0,0.9859911831095814,Unexplained high-confidence error,36735
0.103910063,74,4,0.673402948,16279.0,28,0,16,0,0.0,1,0.035740962624549864,0,0.9642590373754502,Demographic subgroup risk,107724
0.965771864,64,0,0.401617251,2967.0,6,0,1,0,0.0,1,0.03749723359942436,0,0.9625027664005756,Unexplained high-confidence error,77952
0.46272351,50,0,0.23452912,15916.0,8,0,1,0,2.0,1,0.01859893072396517,0,0.9814010692760349,Unexplained high-confidence error,10301
0.551823057,44,1,0.93209748,4800.0,13,0,1,0,2.0,1,0.13800245076417922,0,0.8619975492358207,Boundary case,70948
0.9999999,23,0,0.213317619,1696.0,2,0,0,0,0.0,1,0.09522071778774262,0,0.9047792822122573,Demographic subgroup risk,126531
0.999636628,24,0,0.156737305,2500.0,2,0,0,0,0.0,1,0.09181736260652543,0,0.9081826373934746,Demographic subgroup risk,47294
0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1.0,1,0.11702898889780045,0,0.8829710111021996,Boundary case,65838
0.922708419,46,0,0.514435696,8000.0,9,0,2,0,2.0,1,0.08601907193660736,0,0.9139809280633926,Unexplained high-confidence error,70070
0.855749645,46,0,0.336348532,5416.0,5,0,1,0,0.0,1,0.06462119072675705,0,0.9353788092732429,Unexplained high-confidence error,118615
0.968021319,24,0,0.082397004,800.0,5,0,0,0,0.0,1,0.06844028756022454,0,0.9315597124397754,Demographic subgroup risk,141274
0.845877331,36,0,0.176456767,4255.0,7,0,0,0,1.0,1,0.08522037267684937,0,0.9147796273231507,Unexplained high-confidence error,120294
0.519846489,54,1,0.383261674,10000.0,13,0,1,0,0.0,1,0.07244939655065537,0,0.9275506034493446,Unexplained high-confidence error,32546
0.643734222,51,0,0.349958437,7217.0,7,0,2,0,4.0,1,0.043960150331258774,0,0.9560398496687412,Unexplained high-confidence error,61953
0.148284391,57,0,0.10953589,6700.0,9,0,0,0,0.0,1,0.01426086165010929,0,0.9857391383498907,Unexplained high-confidence error,89450
0.258161927,66,0,0.481724307,6100.0,11,0,1,1,2.0,1,0.07066086083650588,0,0.9293391391634941,Demographic subgroup risk,146405
0.9999999,26,0,332.0,,2,0,0,0,0.0,1,0.11088583320379257,0,0.8891141667962075,Boundary case,46359
0.534219582,48,0,0.514632849,11275.0,11,0,6,0,0.0,1,0.1001950666308403,0,0.8998049333691597,Boundary case,111431
0.503930131,30,0,0.174610556,4300.0,4,0,0,0,2.0,1,0.05013845562934875,0,0.9498615443706513,Unexplained high-confidence error,81419
0.115238636,44,0,0.682399647,6800.0,20,0,1,0,2.0,1,0.02474882621318102,0,0.975251173786819,Unexplained high-confidence error,100578
0.935804054,49,0,4767.0,,21,0,3,0,0.0,1,0.10847022831439972,0,0.8915297716856003,Boundary case,90722
0.748748416,42,0,0.566644015,10300.0,23,0,4,0,4.0,1,0.1255526900291443,0,0.8744473099708557,Boundary case,57712
0.622759431,43,1,0.553560498,4900.0,10,0,2,0,3.0,1,0.12264469712972641,0,0.8773553028702736,Boundary case,119498
