,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,true_label,predicted_proba,predicted_label,confidence,age_group,confidence_band
128903,0.183585192,42,0,0.282286213,4583.0,6,0,2,0,0.0,0,0.013695669732987881,0,0.9863043302670121,40-60,"(0.95, 1.0]"
47260,0.785369105,31,2,0.409244869,5018.0,7,0,1,0,4.0,0,0.25902883112430575,0,0.7409711688756943,25-40,"(0.7, 0.8]"
137534,0.082908852,50,0,0.538589212,3614.0,15,0,2,0,0.0,0,0.02350241132080555,0,0.9764975886791945,40-60,"(0.95, 1.0]"
58207,0.029589439,64,0,0.014048531,3914.0,4,0,0,0,0.0,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
114927,0.014949626,44,0,234.0,,6,0,0,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
91759,0.0,64,0,6.0,,2,0,0,0,0.0,0,0.006615923810750246,0,0.9933840761892497,60+,"(0.95, 1.0]"
92862,1.083075804,62,1,0.524135961,3500.0,9,0,0,0,1.0,1,0.3504680275917053,0,0.6495319724082946,60+,"(0.6, 0.7]"
97497,0.247308293,54,0,0.814136126,1527.0,11,0,1,0,0.0,0,0.030531082674860953,0,0.9694689173251391,40-60,"(0.95, 1.0]"
71168,0.0,59,0,0.246844144,8000.0,4,0,1,0,0.0,0,0.00683495681732893,0,0.9931650431826711,40-60,"(0.95, 1.0]"
68695,0.017710562,47,0,9.0,,8,0,0,0,1.0,0,0.011819032393395901,0,0.9881809676066041,40-60,"(0.95, 1.0]"
49080,0.159851455,80,0,0.146556798,3397.0,9,0,0,0,0.0,1,0.014994141086935997,0,0.985005858913064,60+,"(0.95, 1.0]"
55409,0.032620212,41,0,2006.0,,5,0,1,0,0.0,0,0.0041355214081704615,0,0.9958644785918296,40-60,"(0.95, 1.0]"
35839,0.0,46,0,0.423255335,9700.0,7,0,2,0,4.0,0,0.01400881689041853,0,0.9859911831095814,40-60,"(0.95, 1.0]"
1519,0.246369867,73,0,0.289518318,5895.0,5,0,1,0,0.0,0,0.007873993553221225,0,0.9921260064467787,60+,"(0.95, 1.0]"
39224,0.469248033,42,1,0.168598939,5088.0,9,0,0,0,0.0,0,0.08946726024150849,0,0.9105327397584915,40-60,"(0.9, 0.95]"
121922,0.120199176,57,0,0.023577236,3689.0,2,0,0,0,0.0,0,0.013117998838424683,0,0.9868820011615753,40-60,"(0.95, 1.0]"
109724,0.09479526,52,0,0.640760569,5416.0,4,0,2,0,0.0,0,0.013980600237846374,0,0.9860193997621536,40-60,"(0.95, 1.0]"
115950,0.731319773,55,0,0.640380485,3258.0,8,0,1,0,0.0,0,0.06353786215186119,0,0.9364621378481388,40-60,"(0.9, 0.95]"
42937,0.711105943,36,0,0.199872693,6283.0,6,0,0,0,1.0,0,0.062009061127901076,0,0.937990938872099,25-40,"(0.9, 0.95]"
81390,0.012856783,32,0,940.0,,8,0,1,0,0.0,0,0.009546059090644122,0,0.9904539409093559,25-40,"(0.95, 1.0]"
119487,0.043526569,51,0,0.08056143,5200.0,8,1,0,0,0.0,0,0.11088583320379257,0,0.8891141667962075,40-60,"(0.85, 0.9]"
108403,0.398098587,49,1,0.295806539,11040.0,12,0,2,0,2.0,0,0.045337434858083725,0,0.9546625651419163,40-60,"(0.95, 1.0]"
41129,0.0,50,0,0.0,6999.0,5,0,0,0,1.0,0,0.007132309675216675,0,0.9928676903247833,40-60,"(0.95, 1.0]"
109292,0.580626804,57,0,0.330997635,11416.0,7,0,2,0,0.0,0,0.020981269143521785,0,0.9790187308564782,40-60,"(0.95, 1.0]"
109395,0.087291675,45,1,685.0,,14,0,0,0,1.0,0,0.04997518733143806,0,0.950024812668562,40-60,"(0.95, 1.0]"
125216,0.095140309,46,0,0.266707479,9800.0,20,0,1,0,4.0,0,0.013873525336384774,0,0.9861264746636152,40-60,"(0.95, 1.0]"
9774,0.657755532,48,0,3574.0,,6,0,1,0,0.0,0,0.040427129715681076,0,0.9595728702843189,40-60,"(0.95, 1.0]"
35454,1.257881381,25,0,0.669402985,2679.0,8,0,0,0,1.0,1,0.24932806193828583,0,0.7506719380617142,<25,"(0.7, 0.8]"
105670,0.309372477,33,0,0.412526998,4166.0,16,0,0,0,1.0,0,0.06007743403315544,0,0.9399225659668445,25-40,"(0.9, 0.95]"
36576,0.081232217,54,0,0.391604137,4930.0,5,0,1,0,1.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
42005,0.9999999,24,0,0.170637971,1300.0,3,0,0,0,0.0,0,0.0930427998304367,0,0.9069572001695633,<25,"(0.9, 0.95]"
125076,1.007604061,51,1,0.457203615,5642.0,9,0,1,0,0.0,0,0.24719977676868438,0,0.7528002232313156,40-60,"(0.7, 0.8]"
137489,0.816136806,51,0,4203.0,,22,0,2,0,,0,0.11702898889780045,0,0.8829710111021996,40-60,"(0.85, 0.9]"
25001,0.313019682,46,0,0.454388489,3474.0,5,0,1,0,1.0,0,0.025203439965844156,0,0.9747965600341558,40-60,"(0.95, 1.0]"
92026,0.659597941,61,0,0.744095365,8975.0,18,0,2,1,0.0,1,0.24556350111961364,0,0.7544364988803863,60+,"(0.7, 0.8]"
13774,0.0,66,0,0.216284005,5182.0,5,0,1,0,0.0,0,0.005499490164220333,0,0.9945005098357796,60+,"(0.95, 1.0]"
6719,0.0,39,0,0.290316608,5400.0,5,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,25-40,"(0.95, 1.0]"
7764,0.069167254,101,0,50.0,,2,0,0,0,0.0,0,0.011207470297813415,0,0.9887925297021866,60+,"(0.95, 1.0]"
4534,0.9999999,26,0,0.100468506,1920.0,4,0,0,0,0.0,0,0.09522071778774262,0,0.9047792822122573,25-40,"(0.9, 0.95]"
104711,0.605219323,34,0,0.070964518,2000.0,3,0,0,0,0.0,0,0.05650177225470543,0,0.9434982277452946,25-40,"(0.9, 0.95]"
81708,0.079452105,56,0,1.602465845,3000.0,9,0,3,0,0.0,0,0.050884461402893065,0,0.949115538597107,40-60,"(0.9, 0.95]"
25571,0.238797495,57,0,0.297861617,41666.0,19,0,2,0,2.0,0,0.017842951230704784,0,0.9821570487692952,40-60,"(0.95, 1.0]"
30979,0.023617418,71,1,0.234635382,7500.0,9,0,1,0,1.0,0,0.02062485683709383,0,0.9793751431629062,60+,"(0.95, 1.0]"
142025,0.000176986,42,2,0.0,,5,0,0,0,,0,0.04293154552578926,0,0.9570684544742107,40-60,"(0.95, 1.0]"
40999,0.160589596,42,0,1303.5,1.0,8,0,2,0,2.0,0,0.011456910613924265,0,0.9885430893860757,40-60,"(0.95, 1.0]"
1956,1.022703603,44,2,0.200471991,8050.0,6,2,0,2,1.0,1,0.6596617341041565,1,0.6596617341041565,40-60,"(0.6, 0.7]"
20208,0.0,68,0,1847.0,,8,0,1,0,0.0,0,0.002846019389107823,0,0.9971539806108922,60+,"(0.95, 1.0]"
100421,0.999750062,41,1,1287.0,,2,1,1,1,0.0,1,0.5145048856735229,1,0.5145048856735229,40-60,"(0.5, 0.6]"
81734,0.866267465,25,0,0.013780707,1668.0,2,0,0,0,0.0,0,0.10455361902713775,0,0.8954463809728622,<25,"(0.85, 0.9]"
148560,0.0,63,0,0.464764692,4100.0,6,0,1,0,0.0,0,0.007154408376663923,0,0.9928455916233361,60+,"(0.95, 1.0]"
2517,0.306986638,67,0,0.38263478,12000.0,12,0,2,0,0.0,0,0.014427506737411023,0,0.985572493262589,60+,"(0.95, 1.0]"
130058,0.019864018,50,0,0.37926451,2256.0,7,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
50102,0.422126382,48,2,0.823236196,5215.0,24,1,3,0,2.0,0,0.423893415927887,0,0.576106584072113,40-60,"(0.5, 0.6]"
74189,0.77042474,43,0,0.706757508,7191.0,13,0,2,0,3.0,0,0.10274090170860291,0,0.897259098291397,40-60,"(0.85, 0.9]"
87591,0.0,82,0,0.26784382,8041.0,5,0,1,0,1.0,0,0.005067000025883317,0,0.9949329999741167,60+,"(0.95, 1.0]"
23017,0.142515447,43,0,0.278477306,3414.0,8,0,0,0,1.0,0,0.020312307775020598,0,0.9796876922249794,40-60,"(0.95, 1.0]"
2927,0.007892757,60,0,0.168593933,11933.0,17,0,1,0,0.0,0,0.00643352260813117,0,0.9935664773918689,40-60,"(0.95, 1.0]"
76728,0.001782748,32,0,0.132373525,5000.0,7,0,0,0,2.0,0,0.011972624808549881,0,0.9880273751914501,25-40,"(0.95, 1.0]"
63001,0.067899413,57,0,0.033072237,2297.0,3,0,0,0,1.0,0,0.012237722240388393,0,0.9877622777596116,40-60,"(0.95, 1.0]"
37756,0.624511828,49,0,0.807664842,4200.0,6,0,1,0,1.0,0,0.07018481940031052,0,0.9298151805996895,40-60,"(0.9, 0.95]"
148408,0.255793283,42,2,0.916517377,2790.0,10,0,1,1,0.0,0,0.2749638020992279,0,0.7250361979007721,40-60,"(0.7, 0.8]"
103885,0.509142132,39,0,3200.0,,20,0,2,0,4.0,0,0.07375123277306557,0,0.9262487672269344,25-40,"(0.9, 0.95]"
121970,0.087433005,44,1,0.005314225,29166.0,5,0,0,0,0.0,0,0.03367340713739395,0,0.966326592862606,40-60,"(0.95, 1.0]"
101398,0.238033316,63,0,0.5204788,6933.0,18,0,3,0,1.0,0,0.026347916945815085,0,0.9736520830541849,60+,"(0.95, 1.0]"
144110,0.141278116,38,0,0.391339129,18750.0,11,0,3,0,4.0,0,0.036803511530160905,0,0.9631964884698391,25-40,"(0.95, 1.0]"
111869,0.022600451,78,0,66.0,,19,0,0,0,0.0,0,0.008995207585394382,0,0.9910047924146056,60+,"(0.95, 1.0]"
121426,1.050794921,30,2,0.487225977,6066.0,8,0,2,3,0.0,1,0.5976624965667725,1,0.5976624965667725,25-40,"(0.5, 0.6]"
69053,0.004104416,44,1,0.499869099,11458.0,10,0,3,0,2.0,0,0.0329359132796526,0,0.9670640867203474,40-60,"(0.95, 1.0]"
105813,0.422310757,29,0,3.0,,1,0,0,0,0.0,0,0.05720904022455216,0,0.9427909597754478,25-40,"(0.9, 0.95]"
110894,0.013299778,66,0,2.34717608,601.0,9,0,1,0,0.0,0,0.00832710498943925,0,0.9916728950105608,60+,"(0.95, 1.0]"
144987,0.367709214,49,0,0.39343547,20625.0,17,0,4,0,4.0,0,0.05368227735161781,0,0.9463177226483822,40-60,"(0.9, 0.95]"
126749,0.26514641,47,0,0.272793141,8280.0,8,0,1,0,4.0,0,0.015087639167904853,0,0.9849123608320951,40-60,"(0.95, 1.0]"
130740,0.0,73,0,0.0,,5,0,0,0,0.0,0,0.00045819017104804517,0,0.9995418098289519,60+,"(0.95, 1.0]"
55896,0.365327323,40,0,0.433615565,5550.0,10,0,1,0,0.0,0,0.03295794874429703,0,0.967042051255703,25-40,"(0.95, 1.0]"
2959,0.007047052,68,0,37.0,,17,0,0,0,,0,0.006679358705878258,0,0.9933206412941218,60+,"(0.95, 1.0]"
51358,0.217572981,82,0,226.0,,15,0,0,0,,0,0.033973717503249644,0,0.9660262824967504,60+,"(0.95, 1.0]"
57143,0.096864269,52,0,0.323558814,3000.0,6,0,1,0,1.0,0,0.012034649401903153,0,0.9879653505980969,40-60,"(0.95, 1.0]"
80049,0.518725003,54,1,0.602938176,4900.0,3,4,1,0,0.0,0,0.4727142035961151,0,0.5272857964038848,40-60,"(0.5, 0.6]"
138439,0.0,39,0,1781.0,,5,0,1,0,0.0,0,0.004141258727759123,0,0.9958587412722408,25-40,"(0.95, 1.0]"
107475,0.127490696,52,0,0.497800293,7500.0,21,0,2,0,1.0,0,0.020312307775020598,0,0.9796876922249794,40-60,"(0.95, 1.0]"
98663,0.014397121,25,0,0.10550671,2160.0,3,0,0,0,0.0,0,0.011782604642212391,0,0.9882173953577876,<25,"(0.95, 1.0]"
62345,0.043631904,60,0,0.171692117,12900.0,14,0,1,0,3.0,0,0.006935375370085239,0,0.9930646246299147,40-60,"(0.95, 1.0]"
97980,0.916983743,47,1,0.668048435,9166.0,14,0,3,0,0.0,1,0.21015866696834565,0,0.7898413330316544,40-60,"(0.7, 0.8]"
85495,1.124250583,60,2,0.350768971,11833.0,20,0,1,0,0.0,0,0.33365591764450075,0,0.6663440823554992,40-60,"(0.6, 0.7]"
47076,0.003106076,71,0,0.214180207,3384.0,9,0,0,0,0.0,0,0.008658222947269678,0,0.9913417770527303,60+,"(0.95, 1.0]"
75064,0.009166384,72,0,0.068150209,2875.0,5,0,1,0,1.0,0,0.002545011555776,0,0.997454988444224,60+,"(0.95, 1.0]"
99587,0.0,34,1,0.409421087,4542.0,11,0,1,0,0.0,0,0.05515694096684456,0,0.9448430590331555,25-40,"(0.9, 0.95]"
145636,0.9999999,53,2,0.001818549,4948.0,1,3,0,0,0.0,1,0.5035244941711425,1,0.5035244941711425,40-60,"(0.5, 0.6]"
10057,0.161705045,39,0,0.523744167,3642.0,9,0,1,0,3.0,0,0.026205554232001306,0,0.9737944457679987,25-40,"(0.95, 1.0]"
33440,0.009126941,88,0,6.0,,3,0,0,0,,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
44464,0.353150834,33,0,0.102341489,3800.0,3,0,0,0,0.0,0,0.02552984431385994,0,0.97447015568614,25-40,"(0.95, 1.0]"
122834,0.037137671,73,0,0.057227248,10833.0,7,0,0,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
28088,0.015386998,65,0,2291.0,,14,0,2,0,2.0,0,0.0072043947875499725,0,0.99279560521245,60+,"(0.95, 1.0]"
29007,0.092158845,62,0,0.275603289,22252.0,13,0,2,0,0.0,0,0.005452328082174063,0,0.9945476719178259,60+,"(0.95, 1.0]"
4461,0.012562716,61,0,0.285802252,11367.0,9,0,1,0,0.0,0,0.006629588734358549,0,0.9933704112656414,60+,"(0.95, 1.0]"
30243,0.381747072,37,0,1354.0,,9,0,0,0,1.0,0,0.039736565202474594,0,0.9602634347975254,25-40,"(0.95, 1.0]"
11475,0.303575739,40,0,0.49296062,4900.0,10,0,1,0,1.0,0,0.038927394151687625,0,0.9610726058483123,25-40,"(0.95, 1.0]"
10142,0.62835249,33,1,0.169387232,11700.0,10,0,0,0,0.0,0,0.08397186994552612,0,0.9160281300544739,25-40,"(0.9, 0.95]"
142022,0.117212964,45,0,2844.0,,9,0,1,0,1.0,0,0.010092461202293634,0,0.9899075387977063,40-60,"(0.95, 1.0]"
149976,0.022088398,58,0,2716.0,,8,0,2,0,0.0,0,0.006387794483453035,0,0.9936122055165469,40-60,"(0.95, 1.0]"
67593,0.465469856,50,1,0.361975252,8646.0,8,0,1,0,0.0,0,0.059727942943573,0,0.940272057056427,40-60,"(0.9, 0.95]"
26865,0.342007563,54,0,0.455314567,6500.0,10,0,1,0,0.0,0,0.023439327254891396,0,0.9765606727451086,40-60,"(0.95, 1.0]"
49284,0.940739124,44,0,0.509321698,12604.0,17,0,2,0,2.0,0,0.11088583320379257,0,0.8891141667962075,40-60,"(0.85, 0.9]"
56771,0.9999999,61,4,2722.0,,6,0,1,1,2.0,1,0.36382236480712893,0,0.6361776351928711,60+,"(0.6, 0.7]"
113356,0.028447578,42,0,0.230588235,5949.0,9,0,1,0,2.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
131532,0.555492457,61,0,0.435614691,10972.0,18,0,4,0,2.0,0,0.051754997670650484,0,0.9482450023293495,60+,"(0.9, 0.95]"
114677,0.445391021,56,0,0.362748518,8600.0,13,0,2,0,0.0,0,0.025203439965844156,0,0.9747965600341558,40-60,"(0.95, 1.0]"
22587,0.9999999,22,0,0.0,820.0,1,0,0,0,0.0,0,0.048866284638643266,0,0.9511337153613567,<25,"(0.95, 1.0]"
84775,0.156271801,53,0,3044.0,,7,0,2,0,,0,0.012125013209879399,0,0.9878749867901206,40-60,"(0.95, 1.0]"
132084,0.460512058,49,0,1.407615983,3728.0,8,0,1,0,0.0,1,0.04724742695689201,0,0.952752573043108,40-60,"(0.95, 1.0]"
109865,0.209662522,48,0,0.233101352,12500.0,13,0,1,0,0.0,0,0.01111291479319334,0,0.9888870852068067,40-60,"(0.95, 1.0]"
114555,0.043186305,45,0,0.171342862,5666.0,8,0,1,0,3.0,0,0.00715169683098793,0,0.9928483031690121,40-60,"(0.95, 1.0]"
101008,0.48032723,27,0,139.0,0.0,3,0,0,0,0.0,0,0.023526981845498084,0,0.9764730181545019,25-40,"(0.95, 1.0]"
121678,0.0,38,0,0.074477631,7800.0,7,0,0,0,1.0,0,0.011659477651119233,0,0.9883405223488808,25-40,"(0.95, 1.0]"
125044,0.141185175,38,0,0.368482292,13750.0,11,0,2,0,2.0,0,0.022786270827054977,0,0.977213729172945,25-40,"(0.95, 1.0]"
117168,0.035628607,54,0,43.0,,7,0,0,0,,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
133867,0.002339482,79,0,4.0,0.0,9,0,0,0,0.0,0,0.008058439614251256,0,0.9919415603857488,60+,"(0.95, 1.0]"
123059,0.085851939,79,1,0.206523521,6100.0,32,0,0,0,0.0,0,0.04075288623571396,0,0.9592471137642861,60+,"(0.95, 1.0]"
127082,0.206280996,41,0,0.375874708,3000.0,9,0,0,0,0.0,0,0.0260442640632391,0,0.9739557359367609,40-60,"(0.95, 1.0]"
111274,0.081783643,28,0,0.162936437,3350.0,3,0,0,0,0.0,0,0.013036979734897614,0,0.9869630202651024,25-40,"(0.95, 1.0]"
93286,0.041554803,43,0,0.225412471,4666.0,4,0,1,0,0.0,0,0.0068370368331670765,0,0.993162963166833,40-60,"(0.95, 1.0]"
64679,0.0,38,0,0.368294153,3317.0,9,0,1,0,0.0,1,0.020301009342074395,0,0.9796989906579257,25-40,"(0.95, 1.0]"
10622,0.474722784,81,0,0.494967025,2880.0,6,0,1,0,0.0,0,0.015926460549235345,0,0.9840735394507647,60+,"(0.95, 1.0]"
26959,0.51048473,59,0,0.498143388,3500.0,7,0,1,0,1.0,0,0.03215162977576256,0,0.9678483702242374,40-60,"(0.95, 1.0]"
126165,0.008056974,40,0,0.821006417,2960.0,12,0,1,0,0.0,0,0.014994141086935997,0,0.985005858913064,25-40,"(0.95, 1.0]"
114923,0.856428714,43,0,0.326191292,5833.0,6,0,2,0,2.0,0,0.06214308217167854,0,0.9378569178283215,40-60,"(0.9, 0.95]"
109050,0.04529255,71,0,671.0,,4,0,1,0,,0,0.003907392080873251,0,0.9960926079191268,60+,"(0.95, 1.0]"
53163,0.545028436,29,0,0.369984568,5183.0,9,0,2,0,0.0,0,0.07281920984387398,0,0.927180790156126,25-40,"(0.9, 0.95]"
32841,0.516816066,81,0,0.518400727,2200.0,13,0,0,0,0.0,0,0.04401880502700806,0,0.9559811949729919,60+,"(0.95, 1.0]"
84054,0.9999999,27,0,0.0,4000.0,0,1,0,0,0.0,1,0.33774480819702146,0,0.6622551918029785,25-40,"(0.6, 0.7]"
42713,0.035748603,41,0,0.364961983,9600.0,14,0,2,0,2.0,0,0.016112166456878185,0,0.9838878335431218,40-60,"(0.95, 1.0]"
39175,0.041015983,45,0,0.332169497,6300.0,3,0,1,0,0.0,0,0.007043194212019444,0,0.9929568057879805,40-60,"(0.95, 1.0]"
62915,0.750439036,36,0,0.892375917,5862.0,7,0,2,0,2.0,0,0.09582483172416686,0,0.9041751682758331,25-40,"(0.9, 0.95]"
142428,0.288496598,39,0,0.045614703,10500.0,4,0,0,0,0.0,0,0.012171383388340474,0,0.9878286166116595,25-40,"(0.95, 1.0]"
42317,0.373089559,51,0,0.293121693,1889.0,2,0,0,0,0.0,0,0.03516584932804108,0,0.9648341506719589,40-60,"(0.95, 1.0]"
122587,0.438956328,58,1,0.383604684,3500.0,10,0,0,0,0.0,0,0.08658265173435212,0,0.9134173482656479,40-60,"(0.9, 0.95]"
120902,0.201021594,63,0,5908.0,,9,0,1,0,0.0,0,0.0051654889713972805,0,0.9948345110286028,60+,"(0.95, 1.0]"
77742,0.005494355,53,0,0.113024966,10333.0,8,0,2,0,2.0,0,0.0039370565209537745,0,0.9960629434790462,40-60,"(0.95, 1.0]"
67059,1.021489255,24,0,0.263269639,1412.0,5,0,0,0,0.0,0,0.15256953239440918,0,0.8474304676055908,<25,"(0.8, 0.85]"
146856,0.028745631,66,0,0.006225945,8833.0,6,0,0,0,0.0,0,0.004833133378997445,0,0.9951668666210025,60+,"(0.95, 1.0]"
117953,0.109255285,74,0,0.135932034,2000.0,11,0,0,0,0.0,0,0.01210638415068388,0,0.9878936158493161,60+,"(0.95, 1.0]"
65882,0.252037398,74,0,0.114401077,5200.0,4,0,1,0,0.0,0,0.005946652498096228,0,0.9940533475019038,60+,"(0.95, 1.0]"
15610,0.008059839,52,1,0.296526991,10595.0,10,0,1,0,3.0,0,0.016408810578286647,0,0.9835911894217133,40-60,"(0.95, 1.0]"
140910,0.999759326,25,1,0.097120271,7083.0,3,0,0,0,0.0,1,0.14112578779459,0,0.85887421220541,<25,"(0.85, 0.9]"
82408,0.883826704,42,0,0.227372228,10506.0,21,0,0,0,2.0,0,0.10756894052028657,0,0.8924310594797135,40-60,"(0.85, 0.9]"
132682,0.167902868,57,1,0.487565445,4583.0,12,0,1,0,0.0,0,0.05331555753946304,0,0.946684442460537,40-60,"(0.9, 0.95]"
149960,0.293142671,67,0,0.224866391,9916.0,4,0,1,0,0.0,0,0.008995207585394382,0,0.9910047924146056,60+,"(0.95, 1.0]"
102092,0.118164828,62,0,0.337686186,4900.0,15,0,2,0,0.0,0,0.017914989963173866,0,0.9820850100368261,60+,"(0.95, 1.0]"
64763,0.9999999,35,0,0.319625867,6200.0,7,0,1,0,0.0,0,0.06290639266371727,0,0.9370936073362828,25-40,"(0.9, 0.95]"
102575,0.026544712,59,0,480.0,,15,0,1,0,0.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
65467,0.048325996,81,0,42.0,,4,0,0,0,,0,0.0033553572371602058,0,0.9966446427628398,60+,"(0.95, 1.0]"
58126,0.047977703,61,0,0.179613646,2432.0,9,0,0,0,2.0,0,0.017057107761502266,0,0.9829428922384977,60+,"(0.95, 1.0]"
46152,0.872142014,40,0,0.180117126,7000.0,7,1,0,0,3.0,1,0.3176153302192688,0,0.6823846697807312,25-40,"(0.6, 0.7]"
107584,0.002785264,33,0,0.60268714,2083.0,15,0,1,0,0.0,0,0.027964914962649346,0,0.9720350850373507,25-40,"(0.95, 1.0]"
127408,0.178940353,26,0,217.0,0.0,8,0,0,0,0.0,0,0.0079851892311126,0,0.9920148107688874,25-40,"(0.95, 1.0]"
1439,0.0,66,0,0.363573148,18694.0,16,0,5,0,0.0,0,0.016223104670643806,0,0.9837768953293562,60+,"(0.95, 1.0]"
106196,0.244638086,45,1,0.262105414,7000.0,11,0,2,0,2.0,0,0.04228209778666496,0,0.9577179022133351,40-60,"(0.95, 1.0]"
105471,0.633558522,55,0,0.328323272,8116.0,9,0,0,0,2.0,0,0.045469892024993894,0,0.9545301079750061,40-60,"(0.95, 1.0]"
73695,0.9999999,57,1,0.0,,3,0,0,0,0.0,0,0.09069402664899825,0,0.9093059733510017,40-60,"(0.9, 0.95]"
30328,0.062834656,41,0,0.515924956,4583.0,9,0,3,0,1.0,0,0.029442135617136954,0,0.9705578643828631,40-60,"(0.95, 1.0]"
9177,0.177767651,56,0,0.050520165,14033.0,8,0,0,0,1.0,0,0.01111291479319334,0,0.9888870852068067,40-60,"(0.95, 1.0]"
147078,0.01318078,53,0,0.019363356,6816.0,37,0,0,0,0.0,0,0.009759911615401507,0,0.9902400883845985,40-60,"(0.95, 1.0]"
25635,0.0,44,1,0.681390837,6700.0,18,0,3,0,1.0,0,0.05992728695273399,0,0.940072713047266,40-60,"(0.9, 0.95]"
138280,0.0,34,0,765.0,,10,0,0,0,2.0,0,0.019931961409747602,0,0.9800680385902524,25-40,"(0.95, 1.0]"
127856,0.058598047,67,0,0.00779844,6667.0,3,0,0,0,0.0,0,0.004515372635796666,0,0.9954846273642033,60+,"(0.95, 1.0]"
87068,0.352456754,35,0,1349.0,,14,0,0,0,3.0,0,0.045827440172433856,0,0.9541725598275661,25-40,"(0.95, 1.0]"
149501,0.100694351,75,0,712.0,,6,0,1,0,0.0,0,0.0041355214081704615,0,0.9958644785918296,60+,"(0.95, 1.0]"
15934,0.017477975,57,1,1392.0,,8,0,1,0,0.0,0,0.02300073057413101,0,0.976999269425869,40-60,"(0.95, 1.0]"
90963,0.880319909,24,0,0.315369261,500.0,3,0,0,0,0.0,1,0.064073096960783,0,0.935926903039217,<25,"(0.9, 0.95]"
117807,0.0,30,0,0.409647588,4000.0,4,0,1,0,1.0,0,0.02062485683709383,0,0.9793751431629062,25-40,"(0.95, 1.0]"
105626,0.11924081,82,0,1308.0,,16,0,0,0,0.0,0,0.01117925364524126,0,0.9888207463547587,60+,"(0.95, 1.0]"
24888,0.517227013,65,0,0.95115409,14166.0,17,0,6,0,0.0,0,0.11022029966115951,0,0.8897797003388405,60+,"(0.85, 0.9]"
92051,0.496287822,44,0,0.498416931,6000.0,7,0,2,0,0.0,0,0.038927394151687625,0,0.9610726058483123,40-60,"(0.95, 1.0]"
141720,0.005162671,72,1,3055.0,,7,0,2,0,0.0,0,0.02185649983584881,0,0.9781435001641512,60+,"(0.95, 1.0]"
86359,0.9999999,29,0,2.0,,0,0,0,0,0.0,0,0.15060550719499588,0,0.8493944928050041,25-40,"(0.8, 0.85]"
120713,0.79568953,44,2,0.815585961,1680.0,5,0,0,1,3.0,1,0.3856229066848755,0,0.6143770933151245,40-60,"(0.6, 0.7]"
122812,0.031601773,62,0,1.31564916,3750.0,8,0,1,0,0.0,0,0.007493279315531254,0,0.9925067206844688,60+,"(0.95, 1.0]"
26002,0.040827474,65,0,1527.0,,6,0,1,0,0.0,0,0.0030543494038283827,0,0.9969456505961716,60+,"(0.95, 1.0]"
99612,0.253978224,53,0,0.453231524,11000.0,22,0,3,0,1.0,0,0.036690914630889894,0,0.9633090853691101,40-60,"(0.95, 1.0]"
748,0.111715105,47,0,0.315173697,16666.0,12,0,2,0,3.0,0,0.010862102173268795,0,0.9891378978267312,40-60,"(0.95, 1.0]"
102772,0.208110548,37,0,0.019118471,12500.0,3,0,0,0,0.0,0,0.01117925364524126,0,0.9888207463547587,25-40,"(0.95, 1.0]"
50864,0.046174833,50,1,0.390932682,6550.0,10,0,2,0,2.0,0,0.042725421488285065,0,0.9572745785117149,40-60,"(0.95, 1.0]"
55958,0.739048167,50,0,0.631908062,5916.0,10,0,1,0,0.0,0,0.08612070232629776,0,0.9138792976737022,40-60,"(0.9, 0.95]"
126356,0.074080947,34,0,0.025437965,4166.0,6,0,0,0,0.0,0,0.012684628739953041,0,0.987315371260047,25-40,"(0.95, 1.0]"
23999,0.641684461,68,1,0.95004995,1000.0,6,0,0,0,0.0,0,0.08776651918888093,0,0.9122334808111191,60+,"(0.9, 0.95]"
118043,0.148265146,53,0,0.288362979,6633.0,8,0,1,0,2.0,0,0.009840061329305172,0,0.9901599386706949,40-60,"(0.95, 1.0]"
135870,0.136673402,48,0,2007.0,,8,0,2,0,0.0,0,0.01111291479319334,0,0.9888870852068067,40-60,"(0.95, 1.0]"
8401,0.138535133,48,0,0.239083853,21000.0,13,0,2,0,4.0,0,0.010444457083940506,0,0.9895555429160595,40-60,"(0.95, 1.0]"
16695,0.000891663,76,0,0.153159586,2800.0,7,0,0,0,1.0,0,0.008673119172453881,0,0.9913268808275462,60+,"(0.95, 1.0]"
